,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN,F_name,M_name,name_match
143,PG36777,,Persuasion,"Austen, Jane",1775.0,1817.0,['fr'],136,"{'Love stories', 'Ship captains -- Fiction', 'Motherless families -- Fiction', 'Young women -- Fiction', 'Psychological fiction', 'First loves -- Fiction', 'England -- Social life and customs -- 19th century -- Fiction', 'Dysfunctional families -- Fiction', 'Rejection (Psychology) -- Fiction', 'Regency fiction'}",,Persuasion,Austen,http://www.wikidata.org/entity/Q333179,http://www.wikidata.org/entity/Q36322,1775.0,Jane Austen,Q333179,Q36322,Jane Austen,empty,100
146,PG1063,,The Cask of Amontillado,"Poe, Edgar Allan",1809.0,1849.0,['en'],1608,"{'Revenge -- Fiction', 'Horror tales, American'}",,The Cask of Amontillado,Poe,http://www.wikidata.org/entity/Q1130590,http://www.wikidata.org/entity/Q16867,1809.0,Edgar Allan Poe,Q1130590,Q16867,Edgar Allan Poe,empty,100
147,PG1064,,The Masque of the Red Death,"Poe, Edgar Allan",1809.0,1849.0,['en'],2675,"{'Horror tales, American'}",,The Masque of the Red Death,Poe,http://www.wikidata.org/entity/Q766086,http://www.wikidata.org/entity/Q16867,1809.0,Edgar Allan Poe,Q766086,Q16867,Edgar Allan Poe,empty,100
148,PG10658,,Hilda Lessways,"Bennett, Arnold",1867.0,1931.0,['en'],80,"{'Staffordshire (England) -- Fiction', 'Young women -- Fiction', 'Man-woman relationships -- Fiction', 'Mothers and daughters -- Fiction'}",,Hilda Lessways,Bennett,http://www.wikidata.org/entity/Q42185117,http://www.wikidata.org/entity/Q314158,1867.0,Arnold Bennett,Q42185117,Q314158,Arnold Bennett,empty,100
149,PG1065,,The Raven,"Poe, Edgar Allan",1809.0,1849.0,['en'],520,"{'Ravens -- Poetry', 'Fantasy poetry, American'}",,The Raven,Poe,http://www.wikidata.org/entity/Q22726,http://www.wikidata.org/entity/Q16867,1809.0,Edgar Allan Poe,Q22726,Q16867,Edgar Allan Poe,empty,100
152,PG17192,,The Raven,"Poe, Edgar Allan",1809.0,1849.0,['en'],1746,"{'Ravens -- Poetry', 'Fantasy poetry, American'}",,The Raven,Poe,http://www.wikidata.org/entity/Q22726,http://www.wikidata.org/entity/Q16867,1809.0,Edgar Allan Poe,Q22726,Q16867,Edgar Allan Poe,empty,100
155,PG23901,,The Raven,"Poe, Edgar Allan",1809.0,1849.0,['en'],96,"{'Ravens -- Poetry', 'Fantasy poetry, American'}",,The Raven,Poe,http://www.wikidata.org/entity/Q22726,http://www.wikidata.org/entity/Q16867,1809.0,Edgar Allan Poe,Q22726,Q16867,Edgar Allan Poe,empty,100
158,PG10662,,The Night Land,"Hodgson, William Hope",1877.0,1918.0,['en'],480,{'Science fiction'},,The Night Land,Hodgson,http://www.wikidata.org/entity/Q3824593,http://www.wikidata.org/entity/Q919277,1877.0,William Hope Hodgson,Q3824593,Q919277,William Hope Hodgson,empty,100
159,PG10684,,A History of Freedom of Thought,"Bury, J. B. (John Bagnell)",1861.0,1927.0,['en'],179,"{'Rationalism -- History', 'Free thought -- History'}",,A History of Freedom of Thought,Bury,http://www.wikidata.org/entity/Q3974139,http://www.wikidata.org/entity/Q502912,1861.0,J. B. Bury,Q3974139,Q502912,J. B. Bury,John Bagnell Bury,100
160,PG106,,Jungle Tales of Tarzan,"Burroughs, Edgar Rice",1875.0,1950.0,['en'],400,"{'Jungles -- Fiction', 'Adventure stories', 'Tarzan (Fictitious character) -- Fiction', 'Fantasy fiction', 'Apes -- Fiction', 'Africa -- Fiction'}",,Jungle Tales of Tarzan,Burroughs,http://www.wikidata.org/entity/Q6312905,http://www.wikidata.org/entity/Q148234,1875.0,Edgar Rice Burroughs,Q6312905,Q148234,Edgar Rice Burroughs,empty,100
161,PG10701,,"The History of Rome, Book I: The Period Anterior to the Abolition of the Monarchy","Mommsen, Theodor",1817.0,1903.0,['en'],81,{'Rome -- History'},,The History of Rome,Mommsen,http://www.wikidata.org/entity/Q1500229,http://www.wikidata.org/entity/Q25351,1817.0,Theodor Mommsen,Q1500229,Q25351,Theodor Mommsen,empty,100
169,PG10702,,"The History of Rome, Book II: From the Abolition of the Monarchy in Rome to the Union of Italy","Mommsen, Theodor",1817.0,1903.0,['en'],30,{'Rome -- History'},,The History of Rome,Mommsen,http://www.wikidata.org/entity/Q1500229,http://www.wikidata.org/entity/Q25351,1817.0,Theodor Mommsen,Q1500229,Q25351,Theodor Mommsen,empty,100
177,PG10703,,"The History of Rome, Book III: From the Union of Italy to the Subjugation of Carthage and the Greek States","Mommsen, Theodor",1817.0,1903.0,['en'],42,{'Rome -- History'},,The History of Rome,Mommsen,http://www.wikidata.org/entity/Q1500229,http://www.wikidata.org/entity/Q25351,1817.0,Theodor Mommsen,Q1500229,Q25351,Theodor Mommsen,empty,100
185,PG10704,,"The History of Rome, Book IV: The Revolution","Mommsen, Theodor",1817.0,1903.0,['en'],41,{'Rome -- History'},,The History of Rome,Mommsen,http://www.wikidata.org/entity/Q1500229,http://www.wikidata.org/entity/Q25351,1817.0,Theodor Mommsen,Q1500229,Q25351,Theodor Mommsen,empty,100
193,PG10705,,"The History of Rome, Book V: The Establishment of the Military Monarchy","Mommsen, Theodor",1817.0,1903.0,['en'],42,{'Rome -- History'},,The History of Rome,Mommsen,http://www.wikidata.org/entity/Q1500229,http://www.wikidata.org/entity/Q25351,1817.0,Theodor Mommsen,Q1500229,Q25351,Theodor Mommsen,empty,100
201,PG10720,,Doctor Pascal,"Zola, Émile",1840.0,1902.0,['en'],103,{'France -- Social life and customs -- 19th century -- Fiction'},,Doctor Pascal,Zola,http://www.wikidata.org/entity/Q663632,http://www.wikidata.org/entity/Q504,1840.0,Émile Zola,Q663632,Q504,Émile Zola,empty,100
202,PG10736,,Children of the Frost,"London, Jack",1876.0,1916.0,['en'],255,"{'Adventure stories', 'Indians of North America -- Fiction', 'Short stories, American'}",,Children of the Frost,London,http://www.wikidata.org/entity/Q3232379,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q3232379,Q45765,Jack London,empty,100
204,PG10740,,The Way of Peace,"Allen, James",1864.0,1912.0,['en'],144,"{'New Thought', 'Meditations', 'Conduct of life'}",,The Way of Peace,Allen,http://www.wikidata.org/entity/Q7773905,http://www.wikidata.org/entity/Q1371577,1864.0,James Allen,Q7773905,Q1371577,James Allen,empty,100
205,PG10743,,Moonfleet,"Falkner, John Meade",1858.0,1932.0,['en'],185,"{'Adventure stories', 'Smugglers -- Fiction', 'England -- Fiction', 'Treasure troves -- Fiction'}",,Moonfleet,Falkner,http://www.wikidata.org/entity/Q1795631,http://www.wikidata.org/entity/Q1676368,1858.0,J. Meade Falkner,Q1795631,Q1676368,John Meade Falkner,empty,88
206,PG10745,,The Story of the Champions of the Round Table,"Pyle, Howard",1853.0,1911.0,['en'],97,"{'Perceval (Legendary character) -- Legends', 'Tristan (Legendary character) -- Legends', 'Lancelot (Legendary character) -- Legends', 'Arthurian romances -- Adaptations', 'Knights and knighthood -- Folklore', 'Arthur, King -- Legends'}",,The Story of the Champions of the Round Table,Pyle,http://www.wikidata.org/entity/Q19896202,http://www.wikidata.org/entity/Q525713,1853.0,Howard Pyle,Q19896202,Q525713,Howard Pyle,empty,100
207,PG10746,,Boule de Suif,"Maupassant, Guy de",1850.0,1893.0,['fr'],239,"{'Short stories, French', 'France -- Social life and customs -- Fiction'}",,Boule de Suif,Maupassant,http://www.wikidata.org/entity/Q63971,http://www.wikidata.org/entity/Q9327,1850.0,Guy de Maupassant,Q63971,Q9327,Guy de Maupassant,empty,100
208,PG10747,,Chantecler: Play in Four Acts,"Rostand, Edmond",1868.0,1918.0,['en'],40,"{'Roosters -- Drama', 'Birds -- Drama'}",,Chantecler,Rostand,http://www.wikidata.org/entity/Q696502,http://www.wikidata.org/entity/Q202749,1868.0,Edmond Rostand,Q696502,Q202749,Edmond Rostand,empty,100
209,PG1074,,The Sea-Wolf,"London, Jack",1876.0,1916.0,['en'],1195,"{'Arctic regions -- Fiction', 'Ship captains -- Fiction', 'Sealers (Persons) -- Fiction', 'Sea stories', 'Sealing ships -- Fiction'}",,The Sea-Wolf,London,http://www.wikidata.org/entity/Q1196857,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q1196857,Q45765,Jack London,empty,100
210,PG1075,,The Strength of the Strong,"London, Jack",1876.0,1916.0,['en'],132,{'Socialism -- Fiction'},,The Strength of the Strong,London,http://www.wikidata.org/entity/Q19100202,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q19100202,Q45765,Jack London,empty,100
212,PG10762,,Impressions of Theophrastus Such,"Eliot, George",1819.0,1880.0,['en'],78,"{'Character sketches', 'England -- Fiction', 'Authors -- Fiction'}",,Impressions of Theophrastus Such,Eliot,http://www.wikidata.org/entity/Q6007633,http://www.wikidata.org/entity/Q131333,1819.0,George Eliot,Q6007633,Q131333,George Eliot,empty,100
213,PG10766,,Enquire Within Upon Everything: The Great Victorian Domestic Standby,"Philp, Robert Kemp",1819.0,1882.0,['en'],153,"{'Handbooks, vade-mecums, etc.'}",,Enquire Within Upon Everything,Philp,http://www.wikidata.org/entity/Q5379490,http://www.wikidata.org/entity/Q16063166,1819.0,Robert Kemp Philp,Q5379490,Q16063166,Robert Kemp Philp,empty,100
215,PG10775,,Le Horla,"Maupassant, Guy de",1850.0,1893.0,['fr'],523,"{'Short stories, French', 'French fiction -- 19th century'}",,Le Horla,Maupassant,http://www.wikidata.org/entity/Q3223495,http://www.wikidata.org/entity/Q9327,1850.0,Guy de Maupassant,Q3223495,Q9327,Guy de Maupassant,empty,100
217,PG107,,Far from the Madding Crowd,"Hardy, Thomas",1840.0,1928.0,['en'],1004,"{'Farm life -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Didactic fiction', 'Women farmers -- Fiction', 'Wessex (England) -- Fiction', 'Pastoral fiction'}",,Far from the Madding Crowd,Hardy,http://www.wikidata.org/entity/Q5642996,http://www.wikidata.org/entity/Q132805,1840.0,Thomas Hardy,Q5642996,Q132805,Thomas Hardy,empty,100
219,PG27,,Far from the Madding Crowd,"Hardy, Thomas",1840.0,1928.0,['en'],587,"{'Farm life -- Fiction', 'Love stories', 'Triangles (Interpersonal relations) -- Fiction', 'Didactic fiction', 'Women farmers -- Fiction', 'Wessex (England) -- Fiction', 'Pastoral fiction'}",,Far from the Madding Crowd,Hardy,http://www.wikidata.org/entity/Q5642996,http://www.wikidata.org/entity/Q132805,1840.0,Thomas Hardy,Q5642996,Q132805,Thomas Hardy,empty,100
221,PG10800,,The Anatomy of Melancholy,"Burton, Robert",1577.0,1640.0,['en'],1079,{'Melancholy -- Early works to 1800'},,The Anatomy of Melancholy,Burton,http://www.wikidata.org/entity/Q469755,http://www.wikidata.org/entity/Q259132,1577.0,Robert Burton,Q469755,Q259132,Robert Burton,empty,100
222,PG10806,,The Sword of Welleran and Other Stories,"Dunsany, Lord",1878.0,1957.0,['en'],222,"{'Fantasy fiction, English'}",,The Sword of Welleran and Other Stories,Dunsany,http://www.wikidata.org/entity/Q7767777,http://www.wikidata.org/entity/Q458658,1878.0,"Edward Plunkett, 18th Baron of Dunsany",Q7767777,Q458658,Lord Dunsany,empty,40
223,PG1080,,"A Modest Proposal: For preventing the children of poor people in Ireland, from being a burden on their parents or country, and for making them beneficial to the publick","Swift, Jonathan",1667.0,1745.0,['en'],24409,"{'Religious satire, English', 'Ireland -- Politics and government -- 18th century -- Humor', 'Political satire, English'}",,A Modest Proposal,Swift,http://www.wikidata.org/entity/Q264143,http://www.wikidata.org/entity/Q41166,1667.0,Jonathan Swift,Q264143,Q41166,Jonathan Swift,empty,100
225,PG19508,,A Modest Proposal,"Swift, Jonathan",1667.0,1745.0,['en'],75,"{'Religious satire, English', 'Ireland -- Politics and government -- 18th century -- Humor', 'Political satire, English'}",,A Modest Proposal,Swift,http://www.wikidata.org/entity/Q264143,http://www.wikidata.org/entity/Q41166,1667.0,Jonathan Swift,Q264143,Q41166,Jonathan Swift,empty,100
227,PG1081,,Dead Souls,"Gogol, Nikolai Vasilevich",1809.0,1852.0,['en'],1386,"{'Humorous stories', 'Russia -- Social life and customs -- 1533-1917 -- Fiction', 'Swindlers and swindling -- Russia -- Fiction', 'Satire'}",,Dead Souls,Gogol,http://www.wikidata.org/entity/Q647379,http://www.wikidata.org/entity/Q43718,1809.0,Nikolai Gogol,Q647379,Q43718,Nikolai Vasilevich Gogol,empty,70
228,PG1083,,The Arrow of Gold: A Story Between Two Notes,"Conrad, Joseph",1857.0,1924.0,['en'],110,"{'Sea stories', 'Adventure stories', 'Illegal arms transfers -- Fiction', 'Young men -- Fiction', 'Marseille (France) -- Fiction'}",,The Arrow of Gold,Conrad,http://www.wikidata.org/entity/Q860023,http://www.wikidata.org/entity/Q82925,1857.0,Joseph Conrad,Q860023,Q82925,Joseph Conrad,empty,100
229,PG10850,,"Philaster; Or, Love Lies a Bleeding","Beaumont, Francis",1584.0,1616.0,['en'],59,"{'Kings and rulers -- Succession -- Drama', 'Sicily (Italy) -- Drama', 'English drama', 'Tragicomedy', 'Love -- Drama'}",,Philaster,Beaumont,http://www.wikidata.org/entity/Q7182950,http://www.wikidata.org/entity/Q313932,1584.0,Francis Beaumont,Q7182950,Q313932,Francis Beaumont,empty,100
230,PG10863,,Juha,"Aho, Juhani",1861.0,1921.0,['fi'],68,"{'Triangles (Interpersonal relations) -- Fiction', 'Married people -- Fiction'}",,Juha,Aho,http://www.wikidata.org/entity/Q18679228,http://www.wikidata.org/entity/Q348623,1861.0,Juhani Aho,Q18679228,Q348623,Juhani Aho,empty,100
231,PG1086,,A Horse's Tale,"Twain, Mark",1835.0,1910.0,['en'],132,{'Fiction'},,A Horse's Tale,Twain,http://www.wikidata.org/entity/Q4657396,http://www.wikidata.org/entity/Q7245,1835.0,Mark Twain,Q4657396,Q7245,Mark Twain,empty,100
232,PG10881,,Crescent and Iron Cross,"Benson, E. F. (Edward Frederic)",1867.0,1940.0,['en'],31,"{'Armenian question', 'Turkey -- Foreign relations -- Germany', 'Germany -- Foreign relations -- Turkey', 'World War, 1914-1918 -- Turkey'}",,Crescent and Iron Cross,Benson,http://www.wikidata.org/entity/Q20507862,http://www.wikidata.org/entity/Q771698,1867.0,Edward Frederic Benson,Q20507862,Q771698,E. F. Benson,Edward Frederic Benson,100
233,PG10892,,Dawn,"Haggard, H. Rider (Henry Rider)",1856.0,1925.0,['en'],52,"{'Paranormal fiction', 'Fantasy fiction'}",,Dawn,Haggard,http://www.wikidata.org/entity/Q16385419,http://www.wikidata.org/entity/Q237196,1856.0,H. Rider Haggard,Q16385419,Q237196,H. Rider Haggard,Henry Rider Haggard,100
235,PG10897,,The Wendigo,"Blackwood, Algernon",1869.0,1951.0,['en'],1607,{'Horror tales'},,The Wendigo,Blackwood,http://www.wikidata.org/entity/Q19102119,http://www.wikidata.org/entity/Q507991,1869.0,Algernon Blackwood,Q19102119,Q507991,Algernon Blackwood,empty,100
236,PG1089,,"Moon-Face, and Other Stories","London, Jack",1876.0,1916.0,['en'],250,"{'United States -- Social life and customs -- 20th century -- Fiction', 'Short stories'}",,Moon-Face,London,http://www.wikidata.org/entity/Q6907418,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q6907418,Q45765,Jack London,empty,100
237,PG108,,The Return of Sherlock Holmes,"Doyle, Arthur Conan",1859.0,1930.0,['en'],2102,"{'Detective and mystery stories, English', 'Holmes, Sherlock (Fictitious character) -- Fiction'}",,The Return of Sherlock Holmes,Doyle,http://www.wikidata.org/entity/Q725752,http://www.wikidata.org/entity/Q35610,1859.0,Arthur Conan Doyle,Q725752,Q35610,Arthur Conan Doyle,empty,100
239,PG221,,The Return of Sherlock Holmes,"Doyle, Arthur Conan",1859.0,1930.0,['en'],312,"{'Detective and mystery stories, English', 'Private investigators -- England -- Fiction', 'Holmes, Sherlock (Fictitious character) -- Fiction'}",,The Return of Sherlock Holmes,Doyle,http://www.wikidata.org/entity/Q725752,http://www.wikidata.org/entity/Q35610,1859.0,Arthur Conan Doyle,Q725752,Q35610,Arthur Conan Doyle,empty,100
241,PG10911,,Buried Alive: A Tale of These Days,"Bennett, Arnold",1867.0,1931.0,['en'],45,"{'Artists -- Fiction', 'Painters -- Fiction', 'England -- Fiction', 'Mistaken identity -- Fiction', 'Valets -- Fiction'}",,Buried Alive,Bennett,http://www.wikidata.org/entity/Q108704082,http://www.wikidata.org/entity/Q314158,1867.0,Arnold Bennett,Q108704082,Q314158,Arnold Bennett,empty,100
242,PG10926,,Saxe Holm's Stories: First Series,"Jackson, Helen Hunt",1830.0,1885.0,['en'],20,"{'Short stories', 'United States -- Social life and customs -- 19th century -- Fiction'}",,Saxe Holm's Stories,Jackson,http://www.wikidata.org/entity/Q56157651,http://www.wikidata.org/entity/Q462363,1830.0,Helen Hunt Jackson,Q56157651,Q462363,Helen Hunt Jackson,empty,100
243,PG10935,,The Wonderful Adventures of Nils,"Lagerlöf, Selma",1858.0,1940.0,['en'],195,"{'Sweden -- Juvenile fiction', 'Fantasy literature', 'Kindness -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Geese -- Juvenile fiction', 'Boys -- Juvenile fiction'}",,The Wonderful Adventures of Nils,Lagerlöf,http://www.wikidata.org/entity/Q726254,http://www.wikidata.org/entity/Q44519,1858.0,Selma Lagerlöf,Q726254,Q44519,Selma Lagerlöf,empty,100
244,PG10943,,Elusive Isabel,"Futrelle, Jacques",1875.0,1912.0,['en'],47,"{'Fiction', 'Spy stories'}",,Elusive Isabel,Futrelle,http://www.wikidata.org/entity/Q5367959,http://www.wikidata.org/entity/Q763341,1875.0,Jacques Futrelle,Q5367959,Q763341,Jacques Futrelle,empty,100
245,PG10948,,The Stories of the Three Burglars,"Stockton, Frank R.",1834.0,1902.0,['en'],36,"{'Burglars -- Fiction', 'Authors -- Fiction', 'Detectives -- Fiction', 'Storytelling -- Fiction', 'Aunts -- Fiction'}",,The Stories of the Three Burglars,Stockton,http://www.wikidata.org/entity/Q124090310,http://www.wikidata.org/entity/Q1444002,1834.0,Frank R. Stockton,Q124090310,Q1444002,Frank R. Stockton,empty,100
246,PG10959,,The Visits of Elizabeth,"Glyn, Elinor",1864.0,1943.0,['en'],18,"{'Young women -- Fiction', 'Aristocracy (Social class) -- Fiction', 'Epistolary fiction'}",,The Visits of Elizabeth,Glyn,http://www.wikidata.org/entity/Q111271933,http://www.wikidata.org/entity/Q447240,1864.0,Elinor Glyn,Q111271933,Q447240,Elinor Glyn,empty,100
247,PG10966,,The Ghost Pirates,"Hodgson, William Hope",1877.0,1918.0,['en'],159,"{'Pirates -- Fiction', 'Horror tales', 'Science fiction', 'Sea stories', 'Fantasy fiction'}",,The Ghost Pirates,Hodgson,http://www.wikidata.org/entity/Q16200573,http://www.wikidata.org/entity/Q919277,1877.0,William Hope Hodgson,Q16200573,Q919277,William Hope Hodgson,empty,100
248,PG1096,,The Faith of Men,"London, Jack",1876.0,1916.0,['en'],66,"{'Manners and customs -- Fiction', 'Short stories, American'}",,The Faith of Men,London,http://www.wikidata.org/entity/Q64928814,http://www.wikidata.org/entity/Q45765,1876.0,Jack London,Q64928814,Q45765,Jack London,empty,100
249,PG10973,,The Late Mrs. Null,"Stockton, Frank R.",1834.0,1902.0,['en'],23,{'Virginia -- Social life and customs -- Fiction'},,The Late Mrs. Null,Stockton,http://www.wikidata.org/entity/Q124088613,http://www.wikidata.org/entity/Q1444002,1834.0,Frank R. Stockton,Q124088613,Q1444002,Frank R. Stockton,empty,100
250,PG10977,,The Grizzly King: A Romance of the Wild,"Curwood, James Oliver",1878.0,1927.0,['en'],43,"{'Wilderness areas -- Fiction', 'Grizzly bear -- Fiction'}",,The Grizzly King,Curwood,http://www.wikidata.org/entity/Q3486765,http://www.wikidata.org/entity/Q468156,1878.0,James Oliver Curwood,Q3486765,Q468156,James Oliver Curwood,empty,100
251,PG10984,,Growth of the Soil,"Hamsun, Knut",1859.0,1952.0,['en'],98,{'Norway -- Fiction'},,Growth of the Soil,Hamsun,http://www.wikidata.org/entity/Q2266122,http://www.wikidata.org/entity/Q40826,1859.0,Knut Hamsun,Q2266122,Q40826,Knut Hamsun,empty,100
