,id,found,title,author_x,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,bookLabel,authorLast,book,author_y,birthYear,authorLabel,book_QN,author_QN
451,PG48987,,Essays on Darwinism,"Stebbing, Thomas Roscoe Rede",1835,1926,['en'],20,{'Evolution'},,Essays on Darwinism,Stebbing,http://www.wikidata.org/entity/Q51469921,http://www.wikidata.org/entity/Q3525525,1835,Thomas Roscoe Rede Stebbing,Q51469921,Q3525525
452,PG49025,,"Hypatia, eli Uusia vihollisia vanhassa hahmossa","Kingsley, Charles",1819,1875,['fi'],7,"{'Biographical fiction', 'Women philosophers -- Fiction', 'Historical fiction', 'Hypatia, -415 -- Fiction', 'Egypt -- History -- 30 B.C.-640 A.D. -- Fiction', 'Alexandria (Egypt) -- Fiction'}",,Hypatia,Kingsley,http://www.wikidata.org/entity/Q12060647,http://www.wikidata.org/entity/Q353238,1819,Charles Kingsley,Q12060647,Q353238
453,PG4903,,"Hilda Wade, a Woman with Tenacity of Purpose","Allen, Grant",1848,1899,['en'],108,"{'Nurses -- Fiction', 'Detective and mystery stories', 'London (England) -- Fiction'}",,Hilda Wade,Allen,http://www.wikidata.org/entity/Q19038072,http://www.wikidata.org/entity/Q725248,1848,Grant Allen,Q19038072,Q725248
454,PG49068,,"The Whistler Book: A Monograph of the Life and Position in Art of James McNeill Whistler, Together with a Careful Study of His More Important Works","Hartmann, Sadakichi",1867,1944,['en'],44,"{'Artists -- United States -- Biography', 'Whistler, James McNeill, 1834-1903'}",,The Whistler Book,Hartmann,http://www.wikidata.org/entity/Q63969702,http://www.wikidata.org/entity/Q81807,1867,Sadakichi Hartmann,Q63969702,Q81807
455,PG49075,,Alice Lorraine: A Tale of the South Downs,"Blackmore, R. D. (Richard Doddridge)",1825,1900,['en'],128,"{'Peninsular War, 1807-1814 -- Fiction', 'South Downs (England) -- Fiction'}",,Alice Lorraine,Blackmore,http://www.wikidata.org/entity/Q4725967,http://www.wikidata.org/entity/Q3316148,1825,Richard Doddridge Blackmore,Q4725967,Q3316148
456,PG4907,,Moths of the Limberlost: A Book About Limberlost Cabin,"Stratton-Porter, Gene",1863,1924,['en'],47,{'Moths -- Indiana'},,Moths of the Limberlost,Stratton-Porter,http://www.wikidata.org/entity/Q51507100,http://www.wikidata.org/entity/Q5531480,1863,Gene Stratton-Porter,Q51507100,Q5531480
458,PG4910,,The Magic Pudding: Being the Adventures of Bunyip Bluegum and His Friends Bill Barnacle & Sam Sawnoff,"Lindsay, Norman",1879,1969,['en'],25,"{'Puddings -- Juvenile fiction', 'Fantasy literature', 'Animals -- Juvenile fiction', 'Humorous stories', 'Australia -- Juvenile fiction'}",,The Magic Pudding,Lindsay,http://www.wikidata.org/entity/Q5497433,http://www.wikidata.org/entity/Q1273998,1879,Norman Lindsay,Q5497433,Q1273998
460,PG4917,,The Kellys and the O'Kellys,"Trollope, Anthony",1815,1882,['en'],74,"{'Domestic fiction', 'Landowners -- Fiction', 'Land tenure -- Fiction', 'Ireland -- Fiction', 'Landlord and tenant -- Fiction'}",,The Kellys and the O'Kellys,Trollope,http://www.wikidata.org/entity/Q7744082,http://www.wikidata.org/entity/Q318399,1815,Anthony Trollope,Q7744082,Q318399
461,PG4920,,The Blind Spot,"Flint, Homer Eon",1888,1924,['en'],69,{'Science fiction'},,The Blind Spot,Flint,http://www.wikidata.org/entity/Q7718602,http://www.wikidata.org/entity/Q5890025,1888,Homer Eon Flint,Q7718602,Q5890025
462,PG49248,,Balboa: Ein Trauerspiel in fünf Aufzügen,"Collin, Heinrich Joseph von",1772,1811,['de'],13,{'Austrian drama -- 19th century'},,Balboa,Collin,http://www.wikidata.org/entity/Q116922930,http://www.wikidata.org/entity/Q84824,1772,Heinrich Joseph von Collin,Q116922930,Q84824
463,PG4928,,Bulfinch's Mythology,"Bulfinch, Thomas",1796,1867,['en'],597,"{'Folklore -- Europe', 'Romances', 'Charlemagne, Emperor, 742-814 -- Romances -- Adaptations', 'Mythology'}",,Bulfinch's Mythology,Bulfinch,http://www.wikidata.org/entity/Q4996134,http://www.wikidata.org/entity/Q943991,1796,Thomas Bulfinch,Q4996134,Q943991
464,PG492,,Essays in the Art of Writing,"Stevenson, Robert Louis",1850,1894,['en'],363,"{'Stevenson, Robert Louis, 1850-1894 -- Authorship', 'Literature -- History and criticism', 'Authorship'}",,Essays in the Art of Writing,Stevenson,http://www.wikidata.org/entity/Q19078539,http://www.wikidata.org/entity/Q1512,1850,Robert Louis Stevenson,Q19078539,Q1512
465,PG49305,,"Princess Napraxine, Volume 1 (of 3)",Ouida,1839,1908,['en'],24,{'Fiction'},,Princess Napraxine,Ouida,http://www.wikidata.org/entity/Q124086083,http://www.wikidata.org/entity/Q258001,1839,Ouida,Q124086083,Q258001
474,PG49314,,Six Months in Mexico,"Bly, Nellie",1864,1922,['en'],54,{'Mexico -- Description and travel'},,Six Months in Mexico,Bly,http://www.wikidata.org/entity/Q7532822,http://www.wikidata.org/entity/Q230299,1864,Nellie Bly,Q7532822,Q230299
475,PG49315,,Ourika,"Duras, Claire de Durfort, duchesse de",1777,1828,['en'],214,"{'Race relations -- Fiction', 'Women, Black -- Fiction', 'Africans -- France -- Fiction', 'France -- Fiction'}",,Ourika,Duras,http://www.wikidata.org/entity/Q3358443,http://www.wikidata.org/entity/Q462578,1777,Madame de Duras,Q3358443,Q462578
476,PG49316,,The Philosophy of Friedrich Nietzsche,"Mencken, H. L. (Henry Louis)",1880,1956,['en'],306,"{'Nietzsche, Friedrich Wilhelm, 1844-1900', 'Philosophy, German -- 19th century'}",,The Philosophy of Friedrich Nietzsche,Mencken,http://www.wikidata.org/entity/Q7756934,http://www.wikidata.org/entity/Q439204,1880,H. L. Mencken,Q7756934,Q439204
477,PG49324,,"The Authoress of the Odyssey: Where and when she wrote, who she was, the use she made of the Iliad, and how the poem grew under her hands","Butler, Samuel",1835,1902,['en'],138,"{'Women and literature -- Greece', 'Epic poetry, Greek -- Authorship', 'Odysseus, King of Ithaca (Mythological character) -- In literature', 'Homer. Odyssey -- Authorship'}",,The Authoress of the Odyssey,Butler,http://www.wikidata.org/entity/Q15102690,http://www.wikidata.org/entity/Q312829,1835,Samuel Butler,Q15102690,Q312829
478,PG49332,,The Epicurean: A Tale,"Moore, Thomas",1779,1852,['en'],58,{'English fiction'},,The Epicurean,Moore,http://www.wikidata.org/entity/Q7732339,http://www.wikidata.org/entity/Q315346,1779,Thomas Moore,Q7732339,Q315346
480,PG49388,,Sotileza,"Pereda, José María de",1833,1906,['es'],65,"{'Spanish fiction -- 19th century', 'Fishers -- Fiction'}",,Sotileza,Pereda,http://www.wikidata.org/entity/Q3491390,http://www.wikidata.org/entity/Q4115628,1833,José María de Pereda,Q3491390,Q4115628
481,PG493,,Falk: A Reminiscence,"Conrad, Joseph",1857,1924,['en'],126,"{'Seafaring life -- Fiction', 'Man-woman relationships -- Fiction'}",,Falk,Conrad,http://www.wikidata.org/entity/Q20820648,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q20820648,Q82925
482,PG493,,Falk: A Reminiscence,"Conrad, Joseph",1857,1924,['en'],126,"{'Seafaring life -- Fiction', 'Man-woman relationships -- Fiction'}",,Falk,Conrad,http://www.wikidata.org/entity/Q116867491,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q116867491,Q82925
483,PG4943,,The River War: An Account of the Reconquest of the Sudan,"Churchill, Winston",1874,1965,['en'],365,{'Sudan -- History -- 1881-1899'},,The River War,Churchill,http://www.wikidata.org/entity/Q1860428,http://www.wikidata.org/entity/Q8016,1874,Winston Churchill,Q1860428,Q8016
484,PG49457,,Vapauden kirja: Runovalikoima,"Leino, Eino",1878,1926,['fi'],22,{'Finnish poetry'},,Vapauden kirja,Leino,http://www.wikidata.org/entity/Q22676984,http://www.wikidata.org/entity/Q360079,1878,Eino Leino,Q22676984,Q360079
486,PG494,,To-morrow,"Conrad, Joseph",1857,1924,['en'],81,"{'Ship captains -- Fiction', 'Man-woman relationships -- Fiction'}",,To-morrow,Conrad,http://www.wikidata.org/entity/Q19106711,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q19106711,Q82925
487,PG49520,,Kit and Kitty: A Story of West Middlesex,"Blackmore, R. D. (Richard Doddridge)",1825,1900,['en'],30,{'Middlesex (England) -- Fiction'},,Kit and Kitty,Blackmore,http://www.wikidata.org/entity/Q16386574,http://www.wikidata.org/entity/Q3316148,1825,Richard Doddridge Blackmore,Q16386574,Q3316148
488,PG49525,,First Lensman,"Smith, E. E. (Edward Elmer)",1890,1965,['en'],336,"{'Space warfare -- Fiction', 'Imaginary wars and battles -- Fiction', 'Human-alien encounters -- Fiction', 'Science fiction', 'Psychic ability -- Fiction', 'Space colonies -- Fiction', 'Space security -- Fiction', 'Outer space -- Exploration -- Fiction'}",,First Lensman,Smith,http://www.wikidata.org/entity/Q3225864,http://www.wikidata.org/entity/Q144090,1890,Edward Elmer Smith,Q3225864,Q144090
489,PG49533,,The Capsina: An Historical Novel,"Benson, E. F. (Edward Frederic)",1867,1940,['en'],18,"{'Greece -- History -- War of Independence, 1821-1829 -- Fiction'}",,The Capsina,Benson,http://www.wikidata.org/entity/Q124087127,http://www.wikidata.org/entity/Q771698,1867,Edward Frederic Benson,Q124087127,Q771698
490,PG49558,,Pohjalaisia: Kansannäytelmä kolmessa näytöksessä,"Järviluoma, Artturi",1879,1942,['fi'],7,{'Finnish drama -- 20th century'},,Pohjalaisia,Järviluoma,http://www.wikidata.org/entity/Q7207772,http://www.wikidata.org/entity/Q2865905,1879,Artturi Järviluoma,Q7207772,Q2865905
491,PG495,,Amy Foster,"Conrad, Joseph",1857,1924,['en'],471,{'Man-woman relationships -- Fiction'},,Amy Foster,Conrad,http://www.wikidata.org/entity/Q4749187,http://www.wikidata.org/entity/Q82925,1857,Joseph Conrad,Q4749187,Q82925
492,PG4961,,Our Mr. Wrenn: The Romantic Adventures of a Gentle Man,"Lewis, Sinclair",1885,1951,['en'],49,"{'Middle-aged men -- United States -- Fiction', 'Love stories', 'Man-woman relationships -- Fiction', 'Courtship -- Fiction'}",,Our Mr. Wrenn,Lewis,http://www.wikidata.org/entity/Q7111104,http://www.wikidata.org/entity/Q123469,1885,Sinclair Lewis,Q7111104,Q123469
493,PG49621,,"The Father and Daughter: A Tale, in Prose","Opie, Amelia",1769,1853,['en'],36,"{'Fathers and daughters -- Fiction', 'Domestic fiction', 'Seduction -- Fiction', 'Young women -- Fiction', 'Mentally ill -- Fiction', 'Psychological fiction'}",,The Father and Daughter,Opie,http://www.wikidata.org/entity/Q65052285,http://www.wikidata.org/entity/Q1076511,1769,Amelia Opie,Q65052285,Q1076511
494,PG49626,,Il passaggio: Romanzo,"Aleramo, Sibilla",1876,1960,['it'],74,{'Italian fiction -- 20th century'},,Il passaggio,Aleramo,http://www.wikidata.org/entity/Q112315415,http://www.wikidata.org/entity/Q287741,1876,Sibilla Aleramo,Q112315415,Q287741
495,PG49687,,"Early Renaissance Architecture in England: A Historical & Descriptive Account of the Tudor, Elizabethan, & Jacobean Periods, 1500-1625","Gotch, J. Alfred (John Alfred)",1852,1942,['en'],56,"{'Architecture -- England', 'Architecture, Renaissance'}",,Early Renaissance Architecture in England,Gotch,http://www.wikidata.org/entity/Q64139136,http://www.wikidata.org/entity/Q6218678,1852,John Alfred Gotch,Q64139136,Q6218678
496,PG4969,,The Belton Estate,"Trollope, Anthony",1815,1882,['en'],72,"{'Love stories', 'Somerset (England) -- Fiction', 'Inheritance and succession -- Fiction'}",,The Belton Estate,Trollope,http://www.wikidata.org/entity/Q7716497,http://www.wikidata.org/entity/Q318399,1815,Anthony Trollope,Q7716497,Q318399
498,PG49731,,Tamawaca Folks: A Summer Comedy,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],21,"{'Macatawa, Lake, Region (Mich.) -- Fiction', 'Romans à clef', 'Summer resorts -- Fiction'}",,Tamawaca Folks,Baum,http://www.wikidata.org/entity/Q56599071,http://www.wikidata.org/entity/Q207544,1856,L. Frank Baum,Q56599071,Q207544
499,PG49822,,"He Knew Lincoln, and Other Billy Brown Stories","Tarbell, Ida M. (Ida Minerva)",1857,1944,['en'],14,"{'Lincoln, Abraham, 1809-1865 -- Anecdotes'}",,He Knew Lincoln,Tarbell,http://www.wikidata.org/entity/Q64684281,http://www.wikidata.org/entity/Q271712,1857,Ida Tarbell,Q64684281,Q271712
501,PG49850,,"The Tower of London: A Historical Romance, Illustrated","Ainsworth, William Harrison",1805,1882,['en'],89,"{'Grey, Jane, Lady, 1537-1554 -- Fiction', 'Tower of London (London, England) -- Fiction', 'London (England) -- Fiction'}",,The Tower of London,Ainsworth,http://www.wikidata.org/entity/Q2414713,http://www.wikidata.org/entity/Q518359,1805,William Harrison Ainsworth,Q2414713,Q518359
504,PG498,,Rebecca of Sunnybrook Farm,"Wiggin, Kate Douglas Smith",1856,1923,['en'],334,"{'Aunts -- Juvenile fiction', 'Girls -- Juvenile fiction', 'New England -- Juvenile fiction'}",,Rebecca of Sunnybrook Farm,Wiggin,http://www.wikidata.org/entity/Q7301985,http://www.wikidata.org/entity/Q438241,1856,Kate Douglas Wiggin,Q7301985,Q438241
506,PG498,,Rebecca of Sunnybrook Farm,"Wiggin, Kate Douglas Smith",1856,1923,['en'],334,"{'Aunts -- Juvenile fiction', 'Girls -- Juvenile fiction', 'New England -- Juvenile fiction'}",,Rebecca of Sunnybrook Farm,Wiggin,http://www.wikidata.org/entity/Q27808401,http://www.wikidata.org/entity/Q438241,1856,Kate Douglas Wiggin,Q27808401,Q438241
508,PG49918,,The Land of Promise: A Comedy in Four Acts,"Maugham, W. Somerset (William Somerset)",1874,1965,['en'],24,"{'Canada -- Emigration and immigration -- History -- Drama', 'Great Britain -- Social life and customs -- 20th century -- Drama', 'Canada -- Description and travel -- Drama', 'English drama -- 20th century'}",,The Land of Promise,Maugham,http://www.wikidata.org/entity/Q64347076,http://www.wikidata.org/entity/Q134942,1874,William Somerset Maugham,Q64347076,Q134942
509,PG49949,,The Logic of Vegetarianism: Essays and Dialogues,"Salt, Henry S.",1851,1939,['en'],45,{'Vegetarianism'},,The Logic of Vegetarianism,Salt,http://www.wikidata.org/entity/Q56042550,http://www.wikidata.org/entity/Q1364647,1851,Henry Stephens Salt,Q56042550,Q1364647
512,PG50022,,The Wailing Asteroid,"Leinster, Murray",1896,1975,['en'],68,"{'Asteroids -- Fiction', 'Science fiction'}",,The Wailing Asteroid,Leinster,http://www.wikidata.org/entity/Q28401726,http://www.wikidata.org/entity/Q550449,1896,Murray Leinster,Q28401726,Q550449
513,PG50032,,"A Dog of Flanders, The Nürnberg Stove, and Other Stories",Ouida,1839,1908,['en'],50,"{'Dogs -- Juvenile fiction', 'Flanders (Belgium) -- Juvenile fiction', 'Austria -- Juvenile fiction', 'Stoves -- Juvenile fiction'}",,A Dog of Flanders,Ouida,http://www.wikidata.org/entity/Q11036624,http://www.wikidata.org/entity/Q258001,1839,Ouida,Q11036624,Q258001
514,PG50037,,Wyllard's Weird: A Novel,"Braddon, M. E. (Mary Elizabeth)",1835,1915,['en'],41,"{'Murder -- Fiction', 'Mystery and detective stories'}",,Wyllard's Weird,Braddon,http://www.wikidata.org/entity/Q56461999,http://www.wikidata.org/entity/Q437184,1835,Mary Elizabeth Braddon,Q56461999,Q437184
516,PG50060,,"Under the Hill, and Other Essays in Prose and Verse","Beardsley, Aubrey",1872,1898,['en'],92,"{'English literature -- 19th century', 'Beardsley, Aubrey, 1872-1898'}",,Under the Hill,Beardsley,http://www.wikidata.org/entity/Q7883307,http://www.wikidata.org/entity/Q272566,1872,Aubrey Beardsley,Q7883307,Q272566
517,PG500,,The Adventures of Pinocchio,"Collodi, Carlo",1826,1890,['en'],2305,"{'Pinocchio (Fictitious character) -- Juvenile fiction', 'Puppets -- Juvenile fiction', 'Fairy tales'}",,The Adventures of Pinocchio,Collodi,http://www.wikidata.org/entity/Q8065468,http://www.wikidata.org/entity/Q199588,1826,Carlo Collodi,Q8065468,Q199588
519,PG50104,,"Jessica's First Prayer; and, Jessica's Mother","Stretton, Hesba",1832,1911,['en'],136,"{'London (England) -- Juvenile fiction', 'Prayer -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Poverty -- Juvenile fiction'}",,Jessica's First Prayer,Stretton,http://www.wikidata.org/entity/Q124084054,http://www.wikidata.org/entity/Q4443905,1832,Hesba Stretton,Q124084054,Q4443905
520,PG50109,,The Mysterious Stranger: A Romance,"Twain, Mark",1835,1910,['en'],55,"{'Austria -- Fiction', 'Devil -- Fiction', 'Middle Ages -- Fiction'}",,The Mysterious Stranger,Twain,http://www.wikidata.org/entity/Q2582895,http://www.wikidata.org/entity/Q7245,1835,Mark Twain,Q2582895,Q7245
521,PG50133,,The Dunwich Horror,"Lovecraft, H. P. (Howard Phillips)",1890,1937,['en'],705,"{'American fiction -- 20th century', 'Horror tales', 'Fantasy fiction'}",,The Dunwich Horror,Lovecraft,http://www.wikidata.org/entity/Q2468877,http://www.wikidata.org/entity/Q169566,1890,H. P. Lovecraft,Q2468877,Q169566
523,PG50175,,Bird Watching,"Selous, Edmund",1857,1934,['en'],175,"{'Birds', 'Bird watching'}",,Bird Watching,Selous,http://www.wikidata.org/entity/Q51402219,http://www.wikidata.org/entity/Q3048134,1857,Edmund Selous,Q51402219,Q3048134
524,PG50180,,Penelope: A Comedy in Three Acts,"Maugham, W. Somerset (William Somerset)",1874,1965,['en'],24,"{'England -- Social life and customs -- 20th century -- Drama', 'Man-woman relationships -- Drama', 'Married people -- Drama', 'English drama -- 20th century'}",,Penelope,Maugham,http://www.wikidata.org/entity/Q27928382,http://www.wikidata.org/entity/Q134942,1874,William Somerset Maugham,Q27928382,Q134942
526,PG50194,,The Magic of Oz,"Baum, L. Frank (Lyman Frank)",1856,1919,['en'],304,"{'Islands -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction', 'Princess Ozma (Fictitious character) -- Juvenile fiction', 'Fantasy literature', 'Princesses -- Juvenile fiction', 'Cats -- Juvenile fiction', 'Animals, Mythical -- Juvenile fiction', 'Cowardly Lion (Fictitious character) -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Magic -- Juvenile fiction', 'Gale, Dorothy (Fictitious character) -- Juvenile fiction', 'Oz (Imaginary place) -- Juvenile fiction', 'Birthdays -- Juvenile fiction', 'Wizard of Oz (Fictitious character) -- Juvenile fiction', 'Courage -- Juvenile fiction', 'Rescues -- Juvenile fiction', 'Revenge -- Juvenile fiction'}",,The Magic of Oz,Baum,http://www.wikidata.org/entity/Q7749508,http://www.wikidata.org/entity/Q207544,1856,L. Frank Baum,Q7749508,Q207544
527,PG501,,The Story of Doctor Dolittle,"Lofting, Hugh",1886,1947,['en'],907,"{'Animals -- Juvenile fiction', 'Human-animal communication -- Juvenile fiction', 'Fantasy literature'}",,The Story of Doctor Dolittle,Lofting,http://www.wikidata.org/entity/Q251604,http://www.wikidata.org/entity/Q560015,1886,Hugh Lofting,Q251604,Q560015
528,PG502,,Desert Gold,"Grey, Zane",1872,1939,['en'],97,"{'American fiction -- 20th century', 'Western stories'}",,Desert Gold,Grey,http://www.wikidata.org/entity/Q20087532,http://www.wikidata.org/entity/Q146763,1872,Zane Grey,Q20087532,Q146763
529,PG50361,,Wet Magic,"Nesbit, E. (Edith)",1858,1924,['en'],86,"{'Mermaids -- Juvenile fiction', 'War -- Juvenile fiction', 'Circus -- Juvenile fiction', 'Fantasy fiction'}",,Wet Magic,Nesbit,http://www.wikidata.org/entity/Q122416493,http://www.wikidata.org/entity/Q231708,1858,Edith Nesbit,Q122416493,Q231708
530,PG50439,,English Eccentrics and Eccentricities,"Timbs, John",1801,1875,['en'],61,{'Eccentrics and eccentricities -- England'},,English Eccentrics and Eccentricities,Timbs,http://www.wikidata.org/entity/Q5378237,http://www.wikidata.org/entity/Q15515663,1801,John Timbs,Q5378237,Q15515663
531,PG50441,,Master of Life and Death,"Silverberg, Robert",1935,,['en'],73,"{'Overpopulation -- Fiction', 'Science fiction'}",,Master of Life and Death,Silverberg,http://www.wikidata.org/entity/Q56151734,http://www.wikidata.org/entity/Q314553,1935,Robert Silverberg,Q56151734,Q314553
533,PG504,,The Fifth String,"Sousa, John Philip",1854,1932,['en'],67,"{'Violinists -- Fiction', 'Love stories'}",,The Fifth String,Sousa,http://www.wikidata.org/entity/Q47206689,http://www.wikidata.org/entity/Q295935,1854,John Philip Sousa,Q47206689,Q295935
